,ID,LIMIT_BAL,SEX,EDUCATION,MARITAL_STATUS,AGE,INSTALLMENT_1,INSTALLMENT_2,INSTALLMENT_3,INSTALLMENT_AMT_1,INSTALLMENT_AMT_2,INSTALLMENT_AMT_3,INSTALLMENT_PAID_1,INSTALLMENT_PAID_2,INSTALLMENT_PAID_3
30,11171.0,130000.0,2.0,4.0,4.0,24.0,2.0,2.0,-1.0,1176.0,0.0,41.0,0.0,41.0,1021.0
31,18654.0,90000.0,2.0,3.0,4.0,29.0,0.0,0.0,0.0,84515.0,85777.0,86778.0,4200.0,4000.0,3100.0
32,5621.0,150000.0,2.0,4.0,3.0,33.0,0.0,0.0,0.0,37794.0,39240.0,40653.0,2000.0,2000.0,1500.0
33,23093.0,470000.0,2.0,4.0,4.0,33.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
34,850.0,80000.0,2.0,2.0,3.0,57.0,-1.0,2.0,-1.0,726.0,726.0,15400.0,0.0,15400.0,0.0
35,1594.0,240000.0,1.0,3.0,4.0,35.0,-2.0,-2.0,-2.0,15432.0,10835.0,22134.0,10851.0,22258.0,20076.0
36,1416.0,60000.0,2.0,3.0,4.0,25.0,0.0,0.0,0.0,57174.0,58559.0,60586.0,3000.0,3800.0,3300.0
37,17738.0,40000.0,2.0,4.0,3.0,53.0,0.0,0.0,2.0,4621.0,6527.0,7776.0,2150.0,1500.0,0.0
38,19005.0,360000.0,2.0,4.0,4.0,30.0,0.0,0.0,-1.0,82195.0,99961.0,7968.0,20500.0,8007.0,1825.0
39,23050.0,200000.0,2.0,3.0,3.0,41.0,1.0,-1.0,0.0,2217.0,61328.0,2877.0,61634.0,2877.0,160944.0
40,17091.0,130000.0,2.0,4.0,4.0,25.0,0.0,0.0,0.0,111587.0,112348.0,114734.0,4100.0,4200.0,5000.0
41,21676.0,120000.0,2.0,4.0,4.0,25.0,0.0,0.0,2.0,46953.0,48670.0,49587.0,2500.0,2000.0,2500.0
42,5771.0,180000.0,1.0,4.0,3.0,38.0,1.0,2.0,2.0,2826.0,4612.0,4571.0,2000.0,200.0,500.0
43,12185.0,70000.0,2.0,4.0,3.0,32.0,0.0,0.0,0.0,67417.0,63334.0,61578.0,2303.0,2400.0,2500.0
44,3475.0,30000.0,2.0,4.0,3.0,22.0,0.0,0.0,0.0,16534.0,17213.0,17723.0,2002.0,1553.0,1002.0
45,4171.0,140000.0,1.0,3.0,4.0,27.0,-1.0,-1.0,-1.0,13497.0,15680.0,3400.0,15688.0,4000.0,3218.0
46,1448.0,20000.0,2.0,4.0,4.0,23.0,-1.0,-1.0,-1.0,7186.0,3478.0,137.0,8060.0,137.0,5199.0
47,13004.0,280000.0,1.0,4.0,3.0,25.0,-1.0,-1.0,0.0,3863.0,84601.0,67765.0,89295.0,2192.0,1899.0
48,9363.0,340000.0,1.0,4.0,3.0,42.0,0.0,0.0,0.0,76166.0,83909.0,169911.0,10000.0,115000.0,5000.0
49,18745.0,220000.0,2.0,4.0,4.0,29.0,0.0,0.0,0.0,217345.0,100501.0,74430.0,4030.0,4000.0,4492.0
50,27794.0,420000.0,2.0,2.0,4.0,25.0,2.0,2.0,2.0,68394.0,72874.0,71035.0,5620.0,0.0,2000.0
51,17157.0,420000.0,2.0,4.0,4.0,26.0,-2.0,-2.0,-2.0,62364.0,30165.0,106030.0,30336.0,107382.0,33850.0
52,16025.0,100000.0,2.0,2.0,4.0,32.0,0.0,0.0,0.0,79158.0,93667.0,58161.0,23591.0,2116.0,1400.0
53,20645.0,130000.0,1.0,3.0,3.0,42.0,-1.0,2.0,-1.0,390.0,390.0,955.0,0.0,955.0,1170.0
54,10702.0,50000.0,2.0,4.0,3.0,31.0,2.0,2.0,2.0,26441.0,28297.0,29532.0,2600.0,2000.0,0.0
55,10572.0,100000.0,2.0,2.0,4.0,41.0,-1.0,-1.0,-1.0,7432.0,1633.0,2043.0,1633.0,2043.0,4830.0
56,11363.0,60000.0,2.0,4.0,4.0,24.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
57,17183.0,130000.0,2.0,2.0,3.0,28.0,0.0,0.0,0.0,29974.0,28037.0,37414.0,5026.0,15430.0,12015.0
58,28823.0,590000.0,2.0,2.0,3.0,39.0,0.0,0.0,0.0,128659.0,128715.0,127961.0,5025.0,5693.0,6007.0
59,14663.0,400000.0,2.0,3.0,4.0,33.0,-1.0,-1.0,-1.0,7768.0,31313.0,8744.0,31330.0,8853.0,11816.0
60,22659.0,140000.0,2.0,2.0,3.0,37.0,-1.0,-1.0,-1.0,1208.0,4411.0,3957.0,4411.0,3957.0,5241.0
61,5451.0,30000.0,1.0,4.0,4.0,49.0,-1.0,-1.0,-1.0,1659.0,1473.0,390.0,1473.0,390.0,390.0
62,9509.0,100000.0,2.0,4.0,3.0,45.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
63,7552.0,200000.0,1.0,2.0,3.0,44.0,0.0,0.0,0.0,69106.0,70393.0,73220.0,3000.0,4000.0,3000.0
64,29808.0,50000.0,1.0,4.0,3.0,34.0,0.0,0.0,0.0,43389.0,44381.0,45942.0,1717.0,2278.0,1279.0
65,19079.0,50000.0,2.0,2.0,4.0,45.0,0.0,0.0,0.0,3740.0,4382.0,5008.0,1100.0,1091.0,1100.0
66,4548.0,200000.0,1.0,2.0,4.0,28.0,0.0,0.0,0.0,54663.0,46147.0,44095.0,11000.0,3000.0,3000.0
67,10206.0,350000.0,2.0,3.0,3.0,46.0,0.0,0.0,0.0,102060.0,86242.0,63012.0,10069.0,5631.0,20036.0
68,28887.0,200000.0,2.0,2.0,3.0,42.0,-1.0,-1.0,-1.0,858.0,1406.0,3673.0,1406.0,3673.0,0.0
69,25605.0,50000.0,2.0,2.0,3.0,39.0,2.0,2.0,2.0,31063.0,32051.0,33239.0,1800.0,2000.0,1171.0
70,12455.0,210000.0,1.0,3.0,4.0,41.0,0.0,-1.0,-1.0,62261.0,6615.0,0.0,6615.0,0.0,0.0
71,5436.0,240000.0,2.0,4.0,4.0,41.0,0.0,0.0,0.0,188983.0,190556.0,189914.0,7106.0,12014.0,6075.0
72,6801.0,20000.0,1.0,2.0,3.0,50.0,2.0,2.0,2.0,15089.0,17037.0,17457.0,2200.0,1000.0,1000.0
73,19086.0,70000.0,2.0,3.0,3.0,29.0,0.0,0.0,0.0,68494.0,68532.0,69475.0,3200.0,3300.0,3100.0
74,28631.0,260000.0,2.0,4.0,3.0,35.0,0.0,0.0,-1.0,9286.0,7926.0,33379.0,2036.0,33393.0,6094.0
75,4614.0,50000.0,1.0,4.0,4.0,39.0,0.0,0.0,0.0,47206.0,8464.0,9799.0,1500.0,1500.0,400.0
76,6130.0,20000.0,1.0,3.0,4.0,33.0,2.0,0.0,0.0,16339.0,20650.0,0.0,5000.0,0.0,0.0
77,29917.0,330000.0,1.0,4.0,4.0,33.0,0.0,0.0,0.0,50999.0,50055.0,47398.0,2000.0,2007.0,2000.0
78,18185.0,50000.0,1.0,4.0,3.0,46.0,-1.0,-1.0,-1.0,4270.0,1600.0,3106.0,1600.0,3106.0,0.0
79,52.0,100000.0,2.0,2.0,2.0,43.0,0.0,0.0,0.0,61559.0,51163.0,43824.0,2000.0,1606.0,1500.0
80,13350.0,390000.0,1.0,3.0,3.0,38.0,0.0,0.0,0.0,30642.0,31843.0,32860.0,2000.0,1548.0,1199.0
81,4135.0,500000.0,2.0,4.0,3.0,27.0,0.0,0.0,0.0,174725.0,178556.0,182274.0,6630.0,6831.0,6500.0
82,2931.0,60000.0,2.0,4.0,4.0,25.0,0.0,0.0,0.0,50269.0,47809.0,42769.0,4749.0,1621.0,1400.0
83,4056.0,140000.0,2.0,4.0,4.0,35.0,0.0,0.0,0.0,88394.0,90252.0,92775.0,3280.0,4270.0,3500.0
84,17283.0,130000.0,2.0,2.0,3.0,37.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2688.0,500000.0,2.0,3.0,3.0,44.0,-2.0,-1.0,0.0,71921.0,367979.0,294969.0,368199.0,6486.0,234.0
86,11189.0,350000.0,2.0,3.0,3.0,32.0,0.0,0.0,0.0,67761.0,63187.0,58719.0,8007.0,2200.0,3000.0
87,16219.0,120000.0,2.0,3.0,4.0,45.0,0.0,0.0,0.0,90041.0,86140.0,87941.0,3079.0,3185.0,3251.0
88,1348.0,630000.0,1.0,3.0,4.0,40.0,0.0,0.0,0.0,440474.0,444370.0,455286.0,18000.0,20000.0,12000.0
89,11450.0,30000.0,1.0,4.0,4.0,26.0,0.0,0.0,0.0,26990.0,24706.0,25022.0,4900.0,2000.0,2100.0
90,6534.0,20000.0,1.0,4.0,4.0,27.0,0.0,-1.0,0.0,1955.0,2530.0,1845.0,2535.0,1205.0,3274.0
91,28789.0,220000.0,2.0,1.0,3.0,32.0,0.0,0.0,0.0,84942.0,56366.0,4252.0,2500.0,1500.0,2000.0
92,2082.0,160000.0,2.0,3.0,3.0,33.0,-1.0,-1.0,-1.0,7429.0,7165.0,1849.0,8000.0,2000.0,4755.0
93,5673.0,50000.0,2.0,3.0,4.0,23.0,1.0,-1.0,0.0,-1971.0,50265.0,45397.0,53267.0,1835.0,3039.0
94,26525.0,90000.0,2.0,4.0,3.0,58.0,1.0,2.0,2.0,25941.0,25722.0,28015.0,500.0,3000.0,1000.0
95,18404.0,20000.0,2.0,2.0,4.0,24.0,0.0,-1.0,0.0,1360.0,1301.0,2257.0,1301.0,1267.0,1648.0
96,3822.0,200000.0,2.0,3.0,4.0,41.0,-2.0,-2.0,-2.0,5954.0,10464.0,7165.0,10464.0,7165.0,6966.0
97,7873.0,310000.0,2.0,3.0,3.0,25.0,0.0,0.0,0.0,184538.0,153625.0,142810.0,5019.0,3872.0,3147.0
98,14265.0,70000.0,2.0,4.0,2.0,42.0,0.0,0.0,0.0,69486.0,68650.0,65458.0,3000.0,1604.0,1000.0
99,19036.0,50000.0,2.0,4.0,3.0,41.0,1.0,2.0,2.0,24540.0,25330.0,26620.0,1500.0,2000.0,1000.0
100,29520.0,100000.0,1.0,2.0,4.0,48.0,0.0,0.0,0.0,58430.0,36846.0,35538.0,2000.0,2000.0,2000.0
101,27765.0,180000.0,2.0,4.0,3.0,24.0,0.0,0.0,-2.0,6272.0,0.0,0.0,0.0,0.0,1000.0
102,2360.0,300000.0,1.0,4.0,4.0,35.0,0.0,0.0,0.0,276536.0,206885.0,169901.0,26531.0,10017.0,9123.0
103,16984.0,50000.0,2.0,2.0,4.0,22.0,0.0,0.0,0.0,18108.0,18512.0,19468.0,1400.0,1300.0,2800.0
104,440.0,80000.0,2.0,3.0,4.0,23.0,0.0,0.0,0.0,77024.0,73281.0,57806.0,3212.0,1600.0,956.0
105,5783.0,360000.0,2.0,3.0,3.0,31.0,-1.0,-1.0,-1.0,460.0,460.0,460.0,460.0,460.0,399.0
106,11475.0,50000.0,2.0,4.0,3.0,30.0,0.0,0.0,0.0,43334.0,41935.0,14854.0,1986.0,1040.0,1000.0
107,8326.0,200000.0,2.0,3.0,4.0,32.0,0.0,0.0,0.0,47517.0,8219.0,9000.0,1219.0,1000.0,1000.0
108,17725.0,30000.0,2.0,2.0,3.0,50.0,2.0,2.0,2.0,29468.0,29688.0,28919.0,1000.0,159.0,28426.0
109,11410.0,230000.0,2.0,4.0,3.0,38.0,-2.0,-2.0,-2.0,12696.0,9883.0,2035.0,9883.0,2035.0,6337.0
110,3743.0,280000.0,2.0,3.0,3.0,34.0,-1.0,0.0,0.0,11584.0,12211.0,10247.0,7011.0,3000.0,0.0
111,18374.0,80000.0,2.0,4.0,4.0,23.0,1.0,-1.0,-1.0,-1678.0,75061.0,3647.0,78000.0,3647.0,0.0
112,20894.0,170000.0,1.0,3.0,4.0,36.0,-1.0,-1.0,-1.0,37830.0,11160.0,4336.0,11376.0,4346.0,947.0
113,26023.0,220000.0,2.0,4.0,3.0,44.0,2.0,2.0,0.0,195375.0,185993.0,184568.0,10.0,8304.0,7356.0
114,16066.0,120000.0,2.0,4.0,3.0,46.0,0.0,0.0,0.0,80324.0,79071.0,76279.0,3458.0,2519.0,2158.0
115,14743.0,150000.0,1.0,3.0,4.0,25.0,0.0,0.0,0.0,132684.0,128111.0,120509.0,5713.0,12137.0,9005.0
116,17682.0,300000.0,2.0,3.0,3.0,47.0,-1.0,-1.0,-1.0,514.0,2392.0,148.0,2392.0,148.0,148.0
117,15556.0,20000.0,1.0,4.0,4.0,37.0,2.0,2.0,2.0,3254.0,2522.0,0.0,2000.0,0.0,780.0
118,28409.0,250000.0,2.0,3.0,4.0,28.0,0.0,0.0,0.0,116861.0,109714.0,101494.0,5000.0,5000.0,3000.0
119,17395.0,200000.0,2.0,3.0,3.0,37.0,-2.0,-2.0,-2.0,1324.0,0.0,0.0,0.0,0.0,0.0
120,4467.0,110000.0,1.0,2.0,3.0,54.0,0.0,0.0,0.0,105449.0,107957.0,82407.0,4500.0,3786.0,2666.0
121,23372.0,320000.0,2.0,3.0,4.0,39.0,0.0,0.0,0.0,91224.0,93025.0,99433.0,10000.0,10000.0,10000.0
122,5971.0,20000.0,2.0,3.0,4.0,25.0,-1.0,0.0,0.0,15790.0,16906.0,17936.0,1372.0,1500.0,1000.0
123,28057.0,60000.0,2.0,3.0,4.0,33.0,1.0,2.0,0.0,11776.0,11295.0,12799.0,0.0,2000.0,2000.0
124,18511.0,50000.0,2.0,4.0,3.0,23.0,0.0,0.0,0.0,40544.0,41098.0,28383.0,2000.0,1500.0,1432.0
125,2154.0,150000.0,1.0,3.0,4.0,25.0,0.0,0.0,0.0,52952.0,95134.0,31578.0,60086.0,2000.0,2000.0
126,13454.0,20000.0,1.0,4.0,4.0,29.0,0.0,0.0,0.0,10321.0,11348.0,12359.0,1200.0,1208.0,1579.0
127,6250.0,40000.0,1.0,4.0,3.0,36.0,0.0,0.0,2.0,34871.0,37999.0,37089.0,3700.0,0.0,3000.0
128,11015.0,110000.0,1.0,3.0,3.0,48.0,0.0,0.0,0.0,73472.0,75431.0,76296.0,3139.0,2529.0,2348.0
129,18976.0,70000.0,2.0,3.0,4.0,28.0,0.0,0.0,0.0,21777.0,20335.0,21699.0,2000.0,2000.0,1500.0
130,25871.0,250000.0,2.0,3.0,3.0,38.0,-1.0,-1.0,0.0,6352.0,6790.0,10418.0,6790.0,5418.0,7720.0
131,5989.0,280000.0,1.0,3.0,3.0,28.0,1.0,2.0,0.0,285249.0,276229.0,277026.0,5.0,10031.0,10021.0
132,9567.0,10000.0,1.0,2.0,3.0,52.0,1.0,2.0,0.0,6969.0,6712.0,7722.0,0.0,1128.0,281.0
133,6702.0,30000.0,2.0,4.0,3.0,45.0,0.0,0.0,0.0,17166.0,18578.0,20260.0,2000.0,2000.0,1000.0
134,5676.0,200000.0,2.0,4.0,4.0,28.0,1.0,-1.0,-1.0,0.0,1732.0,828.0,1732.0,828.0,0.0
135,11726.0,300000.0,1.0,4.0,4.0,42.0,-1.0,0.0,0.0,1188.0,3071.0,7854.0,2000.0,5000.0,5000.0
136,4015.0,110000.0,2.0,4.0,4.0,33.0,0.0,0.0,0.0,107028.0,106818.0,108730.0,4000.0,3783.0,6488.0
137,18107.0,300000.0,1.0,4.0,3.0,41.0,0.0,0.0,0.0,163033.0,140472.0,96234.0,5505.0,5000.0,3000.0
138,20549.0,30000.0,1.0,4.0,4.0,26.0,3.0,2.0,2.0,30311.0,31213.0,30425.0,1700.0,0.0,1310.0
139,15996.0,140000.0,2.0,3.0,4.0,33.0,0.0,0.0,0.0,87713.0,88906.0,88736.0,5000.0,5000.0,5000.0
140,969.0,20000.0,2.0,4.0,3.0,27.0,0.0,0.0,0.0,42784.0,41009.0,44267.0,3000.0,5000.0,10000.0
141,28179.0,50000.0,2.0,2.0,3.0,31.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
142,22570.0,180000.0,1.0,3.0,4.0,31.0,0.0,0.0,0.0,89903.0,66236.0,59932.0,3073.0,3010.0,2010.0
143,22523.0,20000.0,2.0,4.0,3.0,34.0,2.0,2.0,2.0,13552.0,16513.0,17549.0,3188.0,1600.0,3570.0
144,29018.0,180000.0,2.0,3.0,3.0,40.0,1.0,-1.0,-1.0,0.0,319.0,0.0,319.0,0.0,0.0
145,1452.0,290000.0,2.0,3.0,4.0,33.0,-1.0,-1.0,-1.0,413.0,486.0,820.0,486.0,820.0,60.0
146,12885.0,240000.0,2.0,3.0,3.0,41.0,1.0,2.0,0.0,8827.0,6993.0,7094.0,0.0,1200.0,0.0
147,25694.0,340000.0,2.0,2.0,3.0,40.0,0.0,0.0,0.0,194380.0,183139.0,179156.0,7000.0,9000.0,9000.0
148,18438.0,30000.0,2.0,2.0,4.0,26.0,1.0,2.0,2.0,11167.0,13281.0,13773.0,2600.0,1000.0,1400.0
149,16216.0,50000.0,2.0,4.0,3.0,34.0,0.0,0.0,0.0,24636.0,25064.0,51224.0,1500.0,2300.0,2800.0
150,18205.0,260000.0,1.0,3.0,4.0,39.0,0.0,0.0,0.0,248880.0,248758.0,245404.0,10611.0,9708.0,5929.0
151,11725.0,20000.0,1.0,1.0,4.0,27.0,0.0,0.0,0.0,19189.0,19226.0,18371.0,1376.0,1206.0,2222.0
152,24843.0,380000.0,1.0,4.0,3.0,43.0,0.0,-1.0,-1.0,112118.0,96297.0,243301.0,96778.0,243301.0,21066.0
153,23272.0,290000.0,2.0,1.0,3.0,49.0,-1.0,-1.0,-2.0,3950.0,0.0,0.0,0.0,0.0,1085.0
154,5419.0,180000.0,1.0,3.0,3.0,50.0,0.0,0.0,0.0,181624.0,182765.0,180769.0,9021.0,6126.0,4856.0
155,15678.0,30000.0,1.0,3.0,4.0,26.0,1.0,2.0,2.0,24599.0,23397.0,22721.0,1700.0,0.0,1700.0
156,27145.0,160000.0,1.0,1.0,4.0,40.0,0.0,0.0,0.0,152240.0,152159.0,154523.0,7650.0,6300.0,4800.0
157,12304.0,240000.0,2.0,4.0,3.0,56.0,0.0,0.0,0.0,138785.0,141894.0,143270.0,6500.0,5000.0,60000.0
158,4499.0,320000.0,1.0,4.0,3.0,31.0,-1.0,-1.0,-1.0,6927.0,10063.0,1876.0,10063.0,1876.0,396.0
159,9030.0,70000.0,2.0,3.0,4.0,24.0,1.0,2.0,0.0,71017.0,64454.0,64182.0,0.0,1809.0,2500.0
160,3521.0,180000.0,1.0,3.0,3.0,44.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
161,17789.0,140000.0,1.0,2.0,3.0,58.0,2.0,0.0,0.0,98985.0,98702.0,96753.0,4520.0,4034.0,5050.0
162,21131.0,100000.0,1.0,3.0,4.0,41.0,0.0,0.0,0.0,31452.0,32453.0,33490.0,1527.0,1564.0,2000.0
163,25399.0,300000.0,2.0,4.0,4.0,27.0,0.0,0.0,0.0,15024.0,12128.0,9775.0,1200.0,1164.0,1069.0
164,7769.0,70000.0,2.0,4.0,3.0,27.0,1.0,2.0,0.0,48098.0,47922.0,51806.0,881.0,4700.0,4700.0
165,18175.0,220000.0,1.0,4.0,4.0,39.0,0.0,0.0,0.0,103159.0,91253.0,81847.0,5000.0,3000.0,4000.0
166,13221.0,30000.0,1.0,4.0,4.0,25.0,0.0,0.0,0.0,19955.0,20348.0,18339.0,1338.0,1500.0,1000.0
167,3.0,90000.0,2.0,4.0,4.0,34.0,0.0,0.0,0.0,29239.0,14027.0,13559.0,1518.0,1500.0,1000.0
168,838.0,110000.0,2.0,4.0,3.0,55.0,0.0,0.0,0.0,15069.0,16123.0,16850.0,1600.0,1300.0,1000.0
169,20996.0,50000.0,1.0,4.0,3.0,49.0,1.0,2.0,2.0,50435.0,50936.0,49463.0,2400.0,0.0,2300.0
170,22340.0,270000.0,2.0,4.0,4.0,25.0,0.0,0.0,0.0,162905.0,156151.0,127423.0,5085.0,4795.0,4470.0
171,12260.0,50000.0,2.0,4.0,3.0,38.0,0.0,-1.0,-1.0,1226.0,1226.0,1226.0,1226.0,1226.0,1226.0
172,287.0,210000.0,1.0,3.0,4.0,38.0,2.0,0.0,0.0,60502.0,62804.0,62769.0,3276.0,2026.0,2000.0
173,2015.0,80000.0,2.0,4.0,3.0,27.0,-2.0,-2.0,-2.0,390.0,0.0,780.0,390.0,780.0,0.0
174,11453.0,50000.0,1.0,4.0,4.0,39.0,1.0,2.0,0.0,50468.0,48621.0,49987.0,0.0,2600.0,650.0
175,4845.0,230000.0,1.0,3.0,4.0,33.0,0.0,0.0,0.0,57171.0,56150.0,57074.0,2100.0,2300.0,2000.0
176,9209.0,20000.0,2.0,4.0,3.0,41.0,0.0,0.0,0.0,7434.0,8453.0,9249.0,1300.0,3000.0,189.0
177,2320.0,30000.0,2.0,2.0,2.0,60.0,-1.0,-1.0,-2.0,2365.0,-581.0,-581.0,0.0,0.0,0.0
178,12218.0,50000.0,2.0,4.0,4.0,37.0,0.0,0.0,2.0,49078.0,51063.0,40371.0,3800.0,0.0,805.0
179,11900.0,50000.0,2.0,2.0,4.0,25.0,0.0,0.0,0.0,6954.0,6032.0,6529.0,2161.0,1000.0,1004.0
180,21835.0,140000.0,2.0,4.0,3.0,27.0,0.0,0.0,0.0,125792.0,126771.0,132730.0,5000.0,10000.0,5000.0
181,15837.0,50000.0,2.0,4.0,4.0,27.0,0.0,0.0,0.0,50686.0,49525.0,49603.0,1779.0,3001.0,1558.0
182,11074.0,100000.0,2.0,2.0,3.0,39.0,0.0,0.0,0.0,4247.0,4097.0,6314.0,1283.0,2500.0,1500.0
183,1582.0,20000.0,1.0,2.0,2.0,47.0,0.0,0.0,0.0,18768.0,18795.0,19390.0,1400.0,1400.0,1000.0
184,27467.0,250000.0,1.0,4.0,3.0,50.0,0.0,0.0,0.0,238215.0,182156.0,121786.0,9000.0,5000.0,0.0
185,18643.0,90000.0,2.0,4.0,4.0,26.0,0.0,0.0,0.0,86183.0,87561.0,92996.0,4100.0,8548.0,0.0
186,14470.0,190000.0,2.0,4.0,4.0,35.0,0.0,0.0,0.0,158360.0,113702.0,95214.0,4800.0,4300.0,3600.0
187,16893.0,90000.0,1.0,4.0,4.0,38.0,0.0,0.0,0.0,17621.0,18718.0,19809.0,1700.0,1700.0,1700.0
188,7608.0,130000.0,2.0,3.0,4.0,27.0,1.0,-1.0,0.0,0.0,1483.0,2450.0,1483.0,1000.0,0.0
189,9091.0,500000.0,2.0,4.0,4.0,28.0,0.0,0.0,0.0,215459.0,201715.0,141177.0,7412.0,4721.0,3854.0
190,8546.0,50000.0,2.0,4.0,4.0,23.0,2.0,0.0,0.0,48537.0,30271.0,26283.0,2000.0,2000.0,1000.0
191,1841.0,70000.0,2.0,4.0,3.0,31.0,0.0,0.0,0.0,60058.0,49647.0,43968.0,1834.0,1608.0,1559.0
192,9293.0,140000.0,2.0,4.0,3.0,30.0,0.0,0.0,2.0,106298.0,111040.0,122612.0,6451.0,15000.0,1100.0
193,4564.0,390000.0,1.0,3.0,3.0,41.0,-1.0,0.0,0.0,7445.0,14439.0,7391.0,10038.0,1036.0,952.0
194,28521.0,50000.0,2.0,4.0,3.0,47.0,0.0,0.0,3.0,9532.0,14023.0,13513.0,5000.0,0.0,1400.0
195,20483.0,160000.0,1.0,4.0,4.0,26.0,-2.0,-2.0,-2.0,1987.0,0.0,99500.0,0.0,99500.0,0.0
